Call Sign,Call Sign.1,Vessel Name,Ship Type,Flag,Vessel Max Draft,Last Port,Next Port,Current Location,Enter Location,Exit Location,IMO,Berth,ATA,EDT,ADT,ETA,WaitingTime,MaxDraft,MaxLOA,BerthLength,ATA_day_Friday,ATA_day_Monday,ATA_day_Saturday,ATA_day_Sunday,ATA_day_Thursday,ATA_day_Tuesday,ATA_day_Wednesday,EDT_day_Friday,EDT_day_Monday,EDT_day_Saturday,EDT_day_Sunday,EDT_day_Thursday,EDT_day_Tuesday,EDT_day_Wednesday,ATA_shift,EDT_shift,ATA_season_autumn,ATA_season_spring,ATA_season_summer,ATA_season_winter,EDT_season_autumn,EDT_season_spring,EDT_season_summer,EDT_season_winter,ATA_inport,Length,Gross Tonnage,Breadth,ATA_berth_delay
3EIQ,3EIQ,FIRST ANGEL,BULK/ WOODCHIP/ CEMENT/ ORE CARRIER,PAN,10.3,"OTHER, VIETNAM",ULSAN,SELA,,,9357901,SELA,2024-08-09 03:38:00,2024-08-09 09:00:00,2024-08-09 10:45:00,2024-08-09 03:38:00,7.116666666666666,7.5,400.0,0.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,1,2,False,False,True,False,False,False,True,False,7,199.0,39904.0,32.0,1.75
3FRE4,3FRE4,RUI TIGER,BULK/ WOODCHIP/ CEMENT/ ORE CARRIER,PAN,13.3,MUARA,"PUTIAN, FJ",SELA,,,9100085,SWLA,2024-08-17 07:51:00,2024-08-17 12:00:00,2024-08-17 13:40:00,2024-08-17 07:51:00,5.816666666666666,7.5,400.0,0.0,False,False,True,False,False,False,False,False,False,True,False,False,False,False,1,2,False,False,True,False,False,False,True,False,10,225.0,37550.0,32.0,1.6666666666666667
2HDF9,2HDF9,EVER LENIENT,CONTAINER,GBI,11.7,"SHEKOU, SHENZHEN","SHANGHAI, SH",KC9,TSK,PT,9604146,KC9,2024-01-18 23:59:00,2024-01-19 23:00:00,2024-01-19 18:43:00,2024-01-18 23:59:00,18.733333333333334,16.0,400.0,450.0,False,False,False,False,True,False,False,True,False,False,False,False,False,False,3,3,False,False,False,True,False,False,False,True,8,334.0,99995.0,46.0,4.283333333333333
9V8203,9V8203,SCORPIO GLORY,GENERAL / HEAVY LIFT CARGO,SNG,9.65,"OTHER, VIETNAM",OPEN SEA,PSSA,,,9369100,SWLA,2023-08-06 16:20:00,2023-08-07 15:00:00,2023-08-06 19:53:00,2023-08-06 16:20:00,3.55,7.5,400.0,0.0,False,False,False,True,False,False,False,False,True,False,False,False,False,False,3,2,False,False,True,False,False,False,True,False,4,127.0,9932.0,19.0,19.116666666666667
V3EH2,V3EH2,ST HARMONY,LIQUIFIED PETROLEUM GAS TANKER,BZE,6.5,HAIPHONG,OPEN SEA,SLA,,,9232321,SLA,2024-09-24 11:52:00,2024-09-24 18:00:00,2024-09-24 23:36:00,2024-09-24 11:52:00,11.733333333333333,7.5,400.0,0.0,False,False,False,False,False,True,False,False,False,False,False,False,True,False,2,3,True,False,False,False,True,False,False,False,17,119.0,5764.0,18.0,5.6
VRSG8,VRSG8,COSCO SHIPPING AZALEA,CONTAINER,HKG,13.1,"YANTIAN, GD","YANTIAN, SHENZHEN",PT,MB,SNCPBW,9785756,KC13,2024-09-12 14:16:00,2024-09-13 04:00:00,2024-09-13 04:12:00,2024-09-12 14:16:00,13.933333333333334,15.5,370.0,338.0,False,False,False,False,True,False,False,True,False,False,False,False,False,False,2,1,True,False,False,False,True,False,False,False,11,366.0,143179.0,48.0,0.2
V7A2371,V7A2371,PRINCESS DORIS,BULK/ WOODCHIP/ CEMENT/ ORE CARRIER,MAR,14.2,BALIKPAPAN,YEOSU,SELA,,,9248899,SELA,2023-11-18 21:36:00,2023-11-19 20:00:00,2023-11-19 10:50:00,2023-11-18 21:36:00,13.233333333333333,7.5,400.0,0.0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,3,3,True,False,False,False,True,False,False,False,4,225.0,40562.0,32.0,9.166666666666666
3FDY5,3FDY5,MSC CARINA,BULK/ WOODCHIP/ CEMENT/ ORE CARRIER,PAN,11.75,"QINZHOU, GX","TIANJIN XINGANG, TJ",SWLA,,,9625944,SWLA,2024-01-18 11:17:00,2024-01-18 12:00:00,2024-01-19 16:33:00,2024-01-18 11:17:00,29.266666666666666,7.5,400.0,0.0,False,False,False,False,True,False,False,False,False,False,False,True,False,False,2,2,False,False,False,True,False,False,False,True,3,253.0,62704.0,43.0,28.55
3FAP4,3FAP4,FUTONG EXPRESS,BULK/ WOODCHIP/ CEMENT/ ORE CARRIER,PAN,7.4,"RIZHAO, SD",DANANG,SELA,,,9111589,SELA,2024-09-09 01:45:00,2024-09-09 09:00:00,2024-09-09 09:00:00,2024-09-09 01:45:00,7.25,7.5,400.0,0.0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,1,2,True,False,False,False,True,False,False,False,4,195.0,36787.0,32.0,0.0
3FYI4,3FYI4,ARTEMIS,BULK/ WOODCHIP/ CEMENT/ ORE CARRIER,PAN,11.88,NEWCASTLE,"NANSHA, PANYU",SELA,,,9594925,SELA,2023-03-24 23:41:00,2023-03-25 14:17:00,2023-03-25 16:23:00,2023-03-24 23:41:00,16.7,7.5,400.0,0.0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,3,2,False,True,False,False,False,True,False,False,5,229.0,44647.0,32.0,2.1
V7NT5,V7NT5,YANKUL SILVER,CHEMICAL,MAR,11.75,SINGAPORE,SINGAPORE,SHELL,,,9718791,SHELL,2023-08-15 13:40:00,2023-08-19 23:59:00,2023-08-19 10:27:00,2023-08-15 13:40:00,92.78333333333333,14.5,245.0,226.0,False,False,False,False,False,True,False,False,False,True,False,False,False,False,2,3,False,False,True,False,False,False,True,False,4,183.0,29354.0,32.0,13.533333333333333
5LEZ8,5LEZ8,ONE CONTRIBUTION,CONTAINER,LIB,9.7,"YANTIAN, SHENZHEN","SHEKOU, SHENZHEN",KC5,MB,MB,9629914,KC5,2024-02-25 08:29:00,2024-02-26 10:00:00,2024-02-26 01:39:00,2024-02-25 08:29:00,17.166666666666668,15.5,400.0,472.0,False,False,False,True,False,False,False,False,True,False,False,False,False,False,2,2,False,False,False,True,False,False,False,True,4,316.0,87023.0,45.0,8.35
D5EW3,D5EW3,BOX ENDEAVOUR,CONTAINER,LIB,8.6,"SHEKOU, SHENZHEN","SHEKOU, SHENZHEN",SWLA,LKTPBW,PT,9706281,KC8,2024-09-04 07:40:00,2024-09-05 02:00:00,2024-09-04 18:55:00,2024-09-04 07:40:00,11.25,16.0,400.0,380.0,False,False,False,False,False,False,True,False,False,False,False,True,False,False,1,1,True,False,False,False,True,False,False,False,7,171.0,17907.0,27.0,7.083333333333333
S6LT8,S6LT8,APL VANDA,CONTAINER,SNG,14.25,"XIAMEN, FJ","NANSHA, PANYU",KC9,MB,MB,9631993,SELA,2023-12-15 08:02:00,2023-12-15 12:00:00,2023-12-15 08:04:00,2023-12-15 08:02:00,0.03333333333333333,7.5,400.0,0.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,2,2,False,False,False,True,False,False,False,True,3,397.0,169423.0,51.0,3.933333333333333
BPDF9,BPDF9,JIN HAI FU,BULK/ WOODCHIP/ CEMENT/ ORE CARRIER,CHR,9.5,"CHAOZHOU, GD",MUARA,SELA,,,9081198,SELA,2024-03-18 02:22:00,2024-03-18 09:00:00,2024-03-18 06:23:00,2024-03-18 02:22:00,4.016666666666667,7.5,400.0,0.0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,1,2,False,True,False,False,False,True,False,False,6,224.0,38608.0,32.0,2.6166666666666667
VROX2,VROX2,MAERSK TAIKUNG,CONTAINER,HKG,11.9,"YANTIAN, SHENZHEN","NANSHA, PANYU",KC19,MB,MB,9334662,KC19,2024-09-02 17:44:00,2024-09-03 12:30:00,2024-09-03 12:12:00,2024-09-02 17:44:00,18.466666666666665,16.5,400.0,300.0,False,True,False,False,False,False,False,False,False,False,False,False,True,False,3,2,True,False,False,False,True,False,False,False,9,332.0,94193.0,43.0,0.3
9HA3459,9HA3459,MSC TRIESTE,CONTAINER,MTA,11.3,"YANTIAN, SHENZHEN","NANSHA, PANYU",KC19,MB,MB,9484479,KC19,2024-01-08 01:05:00,2024-01-08 12:00:00,2024-01-08 12:49:00,2024-01-08 01:05:00,11.733333333333333,16.5,400.0,300.0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,1,2,False,False,False,True,False,False,False,True,7,365.0,143521.0,48.0,0.8166666666666667
FLSU,FLSU,CMA CGM ALMAVIVA,CONTAINER,FRA,11.9,VUNGTAU,SINGAPORE,KC14,WL,TSK,9450648,KC14,2023-09-11 23:39:00,2023-09-12 08:00:00,2023-09-12 15:01:00,2023-09-11 23:39:00,15.366666666666667,15.5,370.0,338.0,False,True,False,False,False,False,False,False,False,False,False,False,True,False,3,2,True,False,False,False,True,False,False,False,3,334.0,89787.0,42.0,7.016666666666667
3EEW5,3EEW5,MERCURIUS,BULK/ WOODCHIP/ CEMENT/ ORE CARRIER,PAN,6.2,OPEN SEA,"OTHER, INDONESIA",SELA,,,9224661,SELA,2023-12-27 00:05:00,2023-12-27 10:00:00,2023-12-27 06:43:00,2023-12-27 00:05:00,6.633333333333334,7.5,400.0,0.0,False,False,False,False,False,False,True,False,False,False,False,False,False,True,1,2,False,False,False,True,False,False,False,True,4,189.0,27986.0,31.0,3.283333333333333
9HA3921,9HA3921,VITTORIA,BULK/ WOODCHIP/ CEMENT/ ORE CARRIER,MTA,9.0,"ZHUHAI, GD","DAMPIER, AUSTRALIA",SWLA,,,9718208,SWLA,2023-03-26 04:37:00,2023-03-26 16:25:00,2023-03-26 11:34:00,2023-03-26 04:37:00,6.95,7.5,400.0,0.0,False,False,False,True,False,False,False,False,False,False,True,False,False,False,1,3,False,True,False,False,False,True,False,False,4,292.0,94034.0,45.0,4.85
V7MD4,V7MD4,TOMINI SYMPHONY,BULK/ WOODCHIP/ CEMENT/ ORE CARRIER,MAR,11.7,SUSAKI,SAMARINDA,CCM,,,9718143,SELA,2023-03-26 15:21:00,2023-03-30 15:12:00,2023-03-30 16:06:00,2023-03-26 15:21:00,96.75,7.5,400.0,0.0,False,False,False,True,False,False,False,False,False,False,False,True,False,False,2,2,False,True,False,False,False,True,False,False,4,199.0,36415.0,32.0,0.9
3FZJ2,3FZJ2,KAI YUE,BULK/ WOODCHIP/ CEMENT/ ORE CARRIER,PAN,8.0,VOSTOCHNIY,CAMPHA,SELA,,,9181041,SELA,2024-06-20 07:04:00,2024-06-21 14:43:00,2024-06-20 13:24:00,2024-06-20 07:04:00,6.333333333333333,7.5,400.0,0.0,False,False,False,False,True,False,False,True,False,False,False,False,False,False,1,2,False,False,True,False,False,False,True,False,4,189.0,27992.0,32.0,25.316666666666666
A8TZ8,A8TZ8,MICHALIS,BULK/ WOODCHIP/ CEMENT/ ORE CARRIER,LIB,10.35,"ZHANJIANG, GD",SINGAPORE,SELA,,,9565704,SELA,2024-01-06 11:49:00,2024-01-06 23:57:00,2024-01-07 02:28:00,2024-01-06 11:49:00,14.65,7.5,400.0,0.0,False,False,True,False,False,False,False,False,False,True,False,False,False,False,2,3,False,False,False,True,False,False,False,True,1,229.0,51130.0,36.0,2.5166666666666666
VRRU9,VRRU9,SHANDONG FU YUAN,BULK/ WOODCHIP/ CEMENT/ ORE CARRIER,HKG,7.2,GUANGZHOU,SINGAPORE,SELA,,,9734769,SELA,2023-03-30 01:17:00,2023-03-30 07:00:00,2023-03-30 08:47:00,2023-03-30 01:17:00,7.5,7.5,400.0,0.0,False,False,False,False,True,False,False,False,False,False,False,True,False,False,1,1,False,True,False,False,False,True,False,False,6,229.0,44120.0,32.0,1.7833333333333334
VRKN9,VRKN9,COSCO COLOMBO,CONTAINER,HKG,8.5,"OTHER, CHINA (COAST)",QINGDAO,KC12,,,9484285,KC11,2024-09-23 10:16:00,2024-09-23 23:00:00,2024-09-23 14:55:00,2024-09-23 10:16:00,4.65,15.5,340.0,338.0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,2,3,True,False,False,False,True,False,False,False,14,261.0,40447.0,32.0,8.083333333333334
5BJD4,5BJD4,ANDROMEDA,BULK/ WOODCHIP/ CEMENT/ ORE CARRIER,CYP,13.87,VANCOUVER,GRESIK,SELA,,,9705110,SELA,2023-03-27 01:20:00,2023-03-27 12:00:00,2023-03-27 12:42:00,2023-03-27 01:20:00,11.366666666666667,7.5,400.0,0.0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,1,2,False,True,False,False,False,True,False,False,5,199.0,36317.0,32.0,0.7
9V9401,9V9401,APL YANGSHAN,CONTAINER,SNG,12.2,"CHIWAN, SHENZHEN","NINGBO, ZJ",KC9,TSK,ELC,9462031,KC9,2024-06-05 18:51:00,2024-06-06 08:00:00,2024-06-06 09:30:00,2024-06-05 18:51:00,14.65,16.0,400.0,450.0,False,False,False,False,False,False,True,False,False,False,False,True,False,False,3,2,False,False,True,False,False,False,True,False,5,347.0,128929.0,45.0,1.5
2FRE8,2FRE8,EVER LAMBENT,CONTAINER,GBI,11.7,HONG KONG,"YANTIAN, SHENZHEN",KC9,MB,MB,9595436,KC9,2024-09-23 16:48:00,2024-09-24 23:00:00,2024-09-24 23:05:00,2024-09-23 16:48:00,30.283333333333335,16.0,400.0,450.0,False,True,False,False,False,False,False,False,False,False,False,False,True,False,3,3,True,False,False,False,True,False,False,False,13,334.0,98882.0,48.0,0.08333333333333333
9HA2072,9HA2072,CMA CGM MOLIERE,CONTAINER,MTA,11.1,"SHEKOU, SHENZHEN","SHEKOU, SHENZHEN",LKTPBW,TSK,PT,9401099,KC12,2023-05-03 18:04:00,2023-05-04 23:00:00,2023-05-04 04:10:00,2023-05-03 18:04:00,10.1,,370.0,338.0,False,False,False,False,False,False,True,False,False,False,False,True,False,False,3,3,False,True,False,False,False,True,False,False,6,299.0,72884.0,40.0,18.833333333333332
V7A5737,V7A5737,ELIZABETH M,"TANKER (CRUDE,FUEL,DIESEL,LUB)",MAR,7.5,"OTHER, VIETNAM","QUANZHOU, FJ",SLA,,,9308156,SLA,2023-03-28 21:01:00,2023-03-29 15:00:00,2023-03-29 08:04:00,2023-03-28 21:01:00,11.05,7.5,400.0,0.0,False,False,False,False,False,True,False,False,False,False,False,False,False,True,3,2,False,True,False,False,False,True,False,False,4,189.0,30965.0,32.0,6.933333333333334
V7WT4,V7WT4,AL DANAH,BULK/ WOODCHIP/ CEMENT/ ORE CARRIER,MAR,7.0,"GUISHANDAO, ZHUHAI",OPEN SEA,SWLA,,,9614103,SWLA,2023-05-12 18:25:00,2023-05-14 06:00:00,2023-05-13 23:59:00,2023-05-12 18:25:00,29.566666666666666,7.5,400.0,0.0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,3,1,False,True,False,False,False,True,False,False,2,189.0,32355.0,32.0,6.016666666666667
S6AS9,S6AS9,WAN HAI 313,CONTAINER,SNG,10.6,"SHEKOU, SHENZHEN",KAOHSIUNG,KC7,TSK,WL,9248708,KC10,2024-10-02 09:01:00,2024-10-02 17:00:00,2024-10-02 19:37:00,2024-10-02 09:01:00,10.6,15.5,370.0,700.0,False,False,False,False,False,False,True,False,False,False,False,False,False,True,2,3,True,False,False,False,True,False,False,False,20,213.0,27800.0,32.0,2.6166666666666667
3EGD2,3EGD2,JR SOPHIA,BULK/ WOODCHIP/ CEMENT/ ORE CARRIER,PAN,10.4,"OTHER, VIETNAM","RIZHAO, SD",SELA,,,9244697,SELA,2024-09-17 17:15:00,2024-09-18 09:00:00,2024-09-18 03:29:00,2024-09-17 17:15:00,10.233333333333333,7.5,400.0,0.0,False,False,False,False,False,True,False,False,False,False,False,False,False,True,3,2,True,False,False,False,True,False,False,False,9,199.0,40360.0,32.0,5.516666666666667
VRRZ9,VRRZ9,COSCO SHIPPING ROSE,CONTAINER,HKG,9.3,"YANTIAN, SHENZHEN","DALIAN, LN",KC13,MB,MB,9785809,KC14,2023-06-30 11:22:00,2023-07-01 12:00:00,2023-06-30 21:29:00,2023-06-30 11:22:00,10.116666666666667,15.5,370.0,338.0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,2,2,False,False,True,False,False,False,True,False,3,366.0,143179.0,48.0,14.516666666666667
9V2228,9V2228,NORFOLK EXPRESS,CONTAINER,SNG,13.15,TAIPEI,"YANTIAN, SHENZHEN",KC14,MB,MB,9665592,KC14,2023-06-16 02:45:00,2023-06-16 23:00:00,2023-06-16 12:55:00,2023-06-16 02:45:00,10.166666666666666,15.5,370.0,338.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,1,3,False,False,True,False,False,False,True,False,7,368.0,148667.0,51.0,10.083333333333334
H8NE,H8NE,OCEAN WINNER,BULK/ WOODCHIP/ CEMENT/ ORE CARRIER,PAN,13.5,"OTHER, OMAN","OTHER, CHINA (COAST)",SWLA,,,9145530,SWLA,2024-07-10 18:54:00,2024-07-11 01:00:00,2024-07-11 00:29:00,2024-07-10 18:54:00,5.583333333333333,7.5,400.0,0.0,False,False,False,False,False,False,True,False,False,False,False,True,False,False,3,1,False,False,True,False,False,False,True,False,9,225.0,39755.0,32.0,0.5166666666666667
BROD,BROD,HENG YU 01,BULK/ WOODCHIP/ CEMENT/ ORE CARRIER,CHR,6.5,"YANGJIANG, GD","OTHER, PHILIPPINES",SWLA,,,9216963,SWLA,2024-09-03 07:12:00,2024-09-03 15:00:00,2024-09-03 13:04:00,2024-09-03 07:12:00,5.866666666666666,7.5,400.0,0.0,False,False,False,False,False,True,False,False,False,False,False,False,True,False,1,2,True,False,False,False,True,False,False,False,12,189.0,30053.0,32.0,1.9333333333333333
9HA4372,9HA4372,TAURUS,CONTAINER,MTA,12.45,"YANTIAN, SHENZHEN","YANTIAN, SHENZHEN",KC9,MB,SNCPBS,9728942,KC9,2024-09-25 11:55:00,2024-09-26 10:00:00,2024-09-26 10:54:00,2024-09-25 11:55:00,22.983333333333334,16.0,400.0,450.0,False,False,False,False,False,False,True,False,False,False,False,True,False,False,2,2,True,False,False,False,True,False,False,False,14,368.0,150000.0,51.0,0.9
VRQB8,VRQB8,SEAWAYS CITRON,"TANKER (CRUDE,FUEL,DIESEL,LUB)",HKG,12.8,SINGAPORE,SINGAPORE,WA,,,9380362,SLA,2023-03-29 08:40:00,2023-04-01 23:59:00,2023-04-01 17:25:00,2023-03-29 08:40:00,80.75,7.5,400.0,0.0,False,False,False,False,False,False,True,False,False,True,False,False,False,False,2,3,False,True,False,False,False,True,False,False,3,183.0,29295.0,32.0,6.566666666666666
3E3658,3E3658,BULK ORIANNA,BULK/ WOODCHIP/ CEMENT/ ORE CARRIER,PAN,6.5,"CHAOZHOU, GD","OTHER, INDONESIA",SELA,,,9500039,SELA,2023-03-29 22:54:00,2023-03-30 09:00:00,2023-03-30 06:17:00,2023-03-29 22:54:00,7.383333333333334,7.5,400.0,0.0,False,False,False,False,False,False,True,False,False,False,False,True,False,False,3,2,False,True,False,False,False,True,False,False,4,189.0,31760.0,32.0,2.716666666666667
3FNL9,3FNL9,AH EVER,GENERAL / HEAVY LIFT CARGO,PAN,7.92,"SHANGHAI, SH",DUNG QUAT,SWLA,,,9201712,SWLA,2024-01-21 17:52:00,2024-01-22 02:00:00,2024-01-21 21:42:00,2024-01-21 17:52:00,3.8333333333333335,7.5,400.0,0.0,False,False,False,True,False,False,False,False,True,False,False,False,False,False,3,1,False,False,False,True,False,False,False,True,3,119.0,8438.0,20.0,4.3
OZHS2,OZHS2,SALLY MAERSK,CONTAINER,DEN,11.3,OPEN SEA,"SHANGHAI, SH",KC19,MB,MB,9120865,KC19,2024-09-18 02:26:00,2024-09-18 22:00:00,2024-09-18 20:52:00,2024-09-18 02:26:00,18.433333333333334,16.5,400.0,300.0,False,False,False,False,False,False,True,False,False,False,False,False,False,True,1,3,True,False,False,False,True,False,False,False,11,346.0,92198.0,42.0,1.1333333333333333
D5QE4,D5QE4,CMA CGM MISSOURI,CONTAINER,LIB,10.35,SANTOS,"TIANJIN XINGANG, TJ",KC9,WL,TSK,9679919,KC9,2024-06-24 21:06:00,2024-06-25 23:00:00,2024-06-25 18:10:00,2024-06-24 21:06:00,21.066666666666666,16.0,400.0,450.0,False,True,False,False,False,False,False,False,False,False,False,False,True,False,3,3,False,False,True,False,False,False,True,False,7,299.0,102931.0,48.0,4.833333333333333
C6WZ6,C6WZ6,SUMMIT SPIRIT,"TANKER (CRUDE,FUEL,DIESEL,LUB)",BAH,13.0,HUIZHOUGANG,"OTHER, INDONESIA",PT,,,9404833,SLA,2023-03-30 19:58:00,2023-03-30 22:00:00,2023-03-31 05:10:00,2023-03-30 19:58:00,9.2,7.5,400.0,0.0,False,False,False,False,True,False,False,False,False,False,False,True,False,False,3,3,False,True,False,False,False,True,False,False,5,274.0,81732.0,48.0,7.166666666666667
3FAG3,3FAG3,KAMNIK,GENERAL / HEAVY LIFT CARGO,PAN,9.5,FUKUYAMA,"NANSHAN, SHENZHEN",NLA,,,9657571,SELA,2024-09-11 06:35:00,2024-09-12 11:41:00,2024-09-11 15:38:00,2024-09-11 06:35:00,9.05,7.5,400.0,0.0,False,False,False,False,False,False,True,False,False,False,False,True,False,False,1,2,True,False,False,False,True,False,False,False,9,127.0,9981.0,19.0,20.05
9HA5189,9HA5189,CMA CGM ALASKA,CONTAINER,MTA,10.35,"NINGBO, ZJ",KAOHSIUNG,KC9,PT,TSK,9469572,KC9,2024-05-07 00:37:00,2024-05-07 07:30:00,2024-05-07 07:44:00,2024-05-07 00:37:00,7.116666666666666,16.0,400.0,450.0,False,False,False,False,False,True,False,False,False,False,False,False,True,False,1,1,False,True,False,False,False,True,False,False,2,366.0,140259.0,48.0,0.23333333333333334
3FIR7,3FIR7,DONG-A METIS,CAR CARRIER,PAN,10.0,KWANGYANG,SINGAPORE,KC16,,,9419747,KC16,2023-03-30 00:42:00,2023-03-30 09:35:00,2023-03-30 09:50:00,2023-03-30 00:42:00,9.133333333333333,15.5,400.0,350.0,False,False,False,False,True,False,False,False,False,False,False,True,False,False,1,2,False,True,False,False,False,True,False,False,5,199.0,60396.0,32.0,0.25
9HGF9,9HGF9,EPIC BERMUDA,LIQUIFIED PETROLEUM GAS TANKER,MTA,4.3,"OTHER, PHILIPPINES","ZHUHAI, GD",SWLA,PT,LKTPBW,9238131,SLA,2024-07-22 19:42:00,2024-08-18 06:00:00,2024-07-22 22:12:00,2024-07-22 19:42:00,2.5,7.5,400.0,0.0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,3,1,False,False,True,False,False,False,True,False,5,119.0,5764.0,18.0,631.8
BPDT8,BPDT8,JIN NING 17,BULK/ WOODCHIP/ CEMENT/ ORE CARRIER,CHR,11.84,KUANTAN,QINGDAO,SELA,,,9189108,SWLA,2024-08-26 11:48:00,2024-08-26 23:30:00,2024-08-26 15:48:00,2024-08-26 11:48:00,4.0,7.5,400.0,0.0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,2,3,False,False,True,False,False,False,True,False,8,224.0,38564.0,32.0,7.7
VRLZ4,VRLZ4,OOCL CHONGQING,CONTAINER,HKG,11.1,"XIAMEN, FJ","YANTIAN, SHENZHEN",KC13,MB,SNCPBS,9622629,KC13,2023-06-15 14:24:00,2023-06-17 13:00:00,2023-06-16 09:33:00,2023-06-15 14:24:00,19.15,15.5,370.0,338.0,False,False,False,False,True,False,False,False,False,True,False,False,False,False,2,2,False,False,True,False,False,False,True,False,5,366.0,141003.0,48.0,27.45
3WQT,3WQT,NEW GOLD,BULK/ WOODCHIP/ CEMENT/ ORE CARRIER,VNM,9.75,HONGAI,SUBIC BAY,SWLA,,,9047013,SWLA,2024-05-18 18:53:00,2024-05-18 23:00:00,2024-05-19 12:55:00,2024-05-18 18:53:00,18.033333333333335,7.5,400.0,0.0,False,False,True,False,False,False,False,False,False,True,False,False,False,False,3,3,False,True,False,False,False,True,False,False,6,167.0,15884.0,26.0,13.916666666666666
3FHC7,3FHC7,GLORIOUS JASMINE,BULK/ WOODCHIP/ CEMENT/ ORE CARRIER,PAN,7.8,"OTHER, CHINA (COAST)",SINGAPORE,WL,,,9515204,SELA,2024-08-06 17:55:00,2024-08-08 12:11:00,2024-08-07 04:20:00,2024-08-06 17:55:00,10.416666666666666,7.5,400.0,0.0,False,False,False,False,False,True,False,False,False,False,False,True,False,False,3,2,False,False,True,False,False,False,True,False,8,210.0,43892.0,32.0,31.85
D5UI4,D5UI4,SWEET MELISSA,BULK/ WOODCHIP/ CEMENT/ ORE CARRIER,LIB,7.3,"OTHER, CHINA (COAST)","OTHER, INDONESIA",SELA,,,9566825,SELA,2023-04-04 00:42:00,2023-04-04 22:00:00,2023-04-04 08:39:00,2023-04-04 00:42:00,7.95,7.5,400.0,0.0,False,False,False,False,False,True,False,False,False,False,False,False,True,False,1,3,False,True,False,False,False,True,False,False,4,229.0,43501.0,32.0,13.35
VRCT3,VRCT3,OCEAN STAR,BULK/ WOODCHIP/ CEMENT/ ORE CARRIER,HKG,6.25,"SHANTOU, GD","OTHER, INDONESIA",SELA,,,9310771,SWLA,2024-04-04 10:05:00,2024-04-05 12:00:00,2024-04-04 16:04:00,2024-04-04 10:05:00,5.983333333333333,7.5,400.0,0.0,False,False,False,False,True,False,False,True,False,False,False,False,False,False,2,2,False,True,False,False,False,True,False,False,4,177.0,19885.0,28.0,19.933333333333334
V7A5993,V7A5993,GRAND URANUS,CAR CARRIER,MAR,9.6,JAKARTA,"SHANGHAI, SH",KC16,,,9472206,KC16,2024-08-03 22:49:00,2024-08-04 13:11:00,2024-08-04 07:07:00,2024-08-03 22:49:00,8.3,15.5,400.0,350.0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,3,2,False,False,True,False,False,False,True,False,10,232.0,72408.0,32.0,6.066666666666666
9HA2913,9HA2913,ELDORIS,BULK/ WOODCHIP/ CEMENT/ ORE CARRIER,MTA,9.5,"NANSHA, PANYU","LIANYUNGANG, JS",SWLA,,,9543342,SWLA,2023-04-03 04:38:00,2023-04-03 12:00:00,2023-04-03 08:20:00,2023-04-03 04:38:00,3.7,7.5,400.0,0.0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,1,2,False,True,False,False,False,True,False,False,6,178.0,23072.0,27.0,3.6666666666666665
3FZA9,3FZA9,EVER UTILE,CONTAINER,PAN,9.6,"SHEKOU, SHENZHEN",KAOHSIUNG,KC11,TSK,PT,9188154,KC11,2023-05-09 21:14:00,2023-05-10 23:00:00,2023-05-10 17:04:00,2023-05-09 21:14:00,19.833333333333332,15.5,340.0,338.0,False,False,False,False,False,True,False,False,False,False,False,False,False,True,3,3,False,True,False,False,False,True,False,False,2,285.0,69246.0,40.0,5.933333333333334
D5YU4,D5YU4,THEMIS,BULK/ WOODCHIP/ CEMENT/ ORE CARRIER,LIB,7.0,"OTHER, CHINA (COAST)","OTHER, INDONESIA",SWLA,,,9594913,SWLA,2023-03-31 21:07:00,2023-04-01 22:00:00,2023-04-01 19:51:00,2023-03-31 21:07:00,22.733333333333334,7.5,400.0,0.0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,3,3,False,True,False,False,False,True,False,False,6,229.0,44647.0,32.0,2.15
S2AI7,S2AI7,BANGLAR ARJAN,BULK/ WOODCHIP/ CEMENT/ ORE CARRIER,BNG,8.9,BANJARMASIN,SINGAPORE,CCM,,,9793844,SELA,2023-04-01 12:34:00,2023-04-05 17:40:00,2023-04-05 20:02:00,2023-04-01 12:34:00,103.46666666666667,7.5,400.0,0.0,False,False,True,False,False,False,False,False,False,False,False,False,False,True,2,3,False,True,False,False,False,True,False,False,4,180.0,25500.0,32.0,2.3666666666666667
